Código,Regiao,UF,Municipio,Possui Plano de Mobilidade Urbana,Ano de elaboracao,Aprovado em lei ou ato normativo,Instrumento Legal,Numero da Lei,Data da Lei
2904100,NE,BA,Boquira,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2904209,NE,BA,BotuporÃ£,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2904308,NE,BA,BrejÃµes,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2904407,NE,BA,BrejolÃ¢ndia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2904506,NE,BA,Brotas de MacaÃºbas,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2904605,NE,BA,Brumado,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2904704,NE,BA,Buerarema,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2904753,NE,BA,Buritirama,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2904803,NE,BA,Caatiba,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2904852,NE,BA,Cabaceiras do ParaguaÃ§u,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2904902,NE,BA,Cachoeira,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2905008,NE,BA,CaculÃ©,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2905107,NE,BA,CaÃ©m,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2905156,NE,BA,Caetanos,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2905206,NE,BA,CaetitÃ©,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2905305,NE,BA,Cafarnaum,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2905404,NE,BA,Cairu,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2905503,NE,BA,CaldeirÃ£o Grande,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2905602,NE,BA,CamacÃ£,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2905701,NE,BA,CamaÃ§ari,Sim,2016,Nao,Nao aprovado em lei,,Nao aprovado em lei
2905800,NE,BA,Camamu,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2905909,NE,BA,Campo Alegre de Lourdes,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2906006,NE,BA,Campo Formoso,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2906105,NE,BA,CanÃ¡polis,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2906204,NE,BA,Canarana,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2906303,NE,BA,Canavieiras,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2906402,NE,BA,Candeal,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2906501,NE,BA,Candeias,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2906600,NE,BA,Candiba,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2906709,NE,BA,CÃ¢ndido Sales,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2906808,NE,BA,CansanÃ§Ã£o,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2906824,NE,BA,Canudos,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2906857,NE,BA,Capela do Alto Alegre,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2906873,NE,BA,Capim Grosso,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2906899,NE,BA,CaraÃ­bas,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2906907,NE,BA,Caravelas,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2907004,NE,BA,Cardeal da Silva,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2907103,NE,BA,Carinhanha,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2907202,NE,BA,Casa Nova,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2907301,NE,BA,Castro Alves,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2907400,NE,BA,CatolÃ¢ndia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2907509,NE,BA,Catu,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2907558,NE,BA,Caturama,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2907608,NE,BA,Central,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2907707,NE,BA,ChorrochÃ³,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2907806,NE,BA,CÃ­cero Dantas,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2907905,NE,BA,CipÃ³,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2908002,NE,BA,Coaraci,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2908101,NE,BA,Cocos,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2908200,NE,BA,ConceiÃ§Ã£o da Feira,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2908309,NE,BA,ConceiÃ§Ã£o do Almeida,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2908408,NE,BA,ConceiÃ§Ã£o do CoitÃ©,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2908507,NE,BA,ConceiÃ§Ã£o do JacuÃ­pe,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2908606,NE,BA,Conde,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2908705,NE,BA,CondeÃºba,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2908804,NE,BA,Contendas do SincorÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2908903,NE,BA,CoraÃ§Ã£o de Maria,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2909000,NE,BA,Cordeiros,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2909109,NE,BA,Coribe,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2909208,NE,BA,Coronel JoÃ£o SÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2909307,NE,BA,Correntina,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2909406,NE,BA,Cotegipe,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2909505,NE,BA,CravolÃ¢ndia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2909604,NE,BA,CrisÃ³polis,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2909703,NE,BA,CristÃ³polis,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2909802,NE,BA,Cruz das Almas,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2909901,NE,BA,CuraÃ§Ã¡,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2910008,NE,BA,DÃ¡rio Meira,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2910057,NE,BA,Dias d'Ãvila,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2910107,NE,BA,Dom BasÃ­lio,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2910206,NE,BA,Dom Macedo Costa,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2910305,NE,BA,ElÃ­sio Medrado,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2910404,NE,BA,Encruzilhada,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2910503,NE,BA,Entre Rios,Sim,2015,Sim,Decreto Municipal,697/2015,07/08/2015
2900504,NE,BA,Ã‰rico Cardoso,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2910602,NE,BA,Esplanada,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2910701,NE,BA,Euclides da Cunha,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2910727,NE,BA,EunÃ¡polis,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2910750,NE,BA,FÃ¡tima,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2910776,NE,BA,Feira da Mata,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2910800,NE,BA,Feira de Santana,Sim,2018,Sim,Lei Complementar,112/2018,05/04/2018
2910859,NE,BA,FiladÃ©lfia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2910909,NE,BA,Firmino Alves,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2911006,NE,BA,Floresta Azul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2911105,NE,BA,Formosa do Rio Preto,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2911204,NE,BA,Gandu,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2911253,NE,BA,GaviÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2911303,NE,BA,Gentio do Ouro,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2911402,NE,BA,GlÃ³ria,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2911501,NE,BA,Gongogi,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2911600,NE,BA,Governador Mangabeira,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2911659,NE,BA,Guajeru,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2911709,NE,BA,Guanambi,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2911808,NE,BA,Guaratinga,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2911857,NE,BA,HeliÃ³polis,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2911907,NE,BA,IaÃ§u,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2912004,NE,BA,IbiassucÃª,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2912103,NE,BA,IbicaraÃ­,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2912202,NE,BA,Ibicoara,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2912301,NE,BA,IbicuÃ­,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2912400,NE,BA,Ibipeba,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2912509,NE,BA,Ibipitanga,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2912608,NE,BA,Ibiquera,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2912707,NE,BA,Ibirapitanga,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2912806,NE,BA,IbirapuÃ£,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2912905,NE,BA,Ibirataia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2913002,NE,BA,Ibitiara,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2913101,NE,BA,IbititÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2913200,NE,BA,Ibotirama,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2913309,NE,BA,Ichu,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2913408,NE,BA,IgaporÃ£,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2913457,NE,BA,IgrapiÃºna,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2913507,NE,BA,IguaÃ­,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2913606,NE,BA,IlhÃ©us,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2913705,NE,BA,Inhambupe,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2913804,NE,BA,IpecaetÃ¡,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2913903,NE,BA,IpiaÃº,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2914000,NE,BA,IpirÃ¡,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2914109,NE,BA,Ipupiara,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2914208,NE,BA,Irajuba,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2914307,NE,BA,Iramaia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2914406,NE,BA,Iraquara,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2914505,NE,BA,IrarÃ¡,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2914604,NE,BA,IrecÃª,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2914653,NE,BA,Itabela,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2914703,NE,BA,Itaberaba,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2914802,NE,BA,Itabuna,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2914901,NE,BA,ItacarÃ©,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2915007,NE,BA,ItaetÃª,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2915106,NE,BA,Itagi,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2915205,NE,BA,ItagibÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2915304,NE,BA,Itagimirim,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2915353,NE,BA,ItaguaÃ§u da Bahia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2915403,NE,BA,Itaju do ColÃ´nia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2915502,NE,BA,ItajuÃ­pe,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2915601,NE,BA,Itamaraju,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2915700,NE,BA,Itamari,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2915809,NE,BA,ItambÃ©,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2915908,NE,BA,Itanagra,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2916005,NE,BA,ItanhÃ©m,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2916104,NE,BA,Itaparica,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2916203,NE,BA,ItapÃ©,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2916302,NE,BA,Itapebi,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2916401,NE,BA,Itapetinga,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2916500,NE,BA,Itapicuru,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2916609,NE,BA,Itapitanga,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2916708,NE,BA,Itaquara,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2916807,NE,BA,Itarantim,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2916856,NE,BA,Itatim,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2916906,NE,BA,ItiruÃ§u,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2917003,NE,BA,ItiÃºba,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2917102,NE,BA,ItororÃ³,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2917201,NE,BA,ItuaÃ§u,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2917300,NE,BA,ItuberÃ¡,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2917334,NE,BA,IuiÃº,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2917359,NE,BA,Jaborandi,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2917409,NE,BA,Jacaraci,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2917508,NE,BA,Jacobina,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2917607,NE,BA,Jaguaquara,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2917706,NE,BA,Jaguarari,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2917805,NE,BA,Jaguaripe,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2917904,NE,BA,JandaÃ­ra,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2918001,NE,BA,JequiÃ©,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2918100,NE,BA,Jeremoabo,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2918209,NE,BA,JiquiriÃ§Ã¡,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2918308,NE,BA,JitaÃºna,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2918357,NE,BA,JoÃ£o Dourado,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2918407,NE,BA,Juazeiro,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2918456,NE,BA,JucuruÃ§u,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2918506,NE,BA,Jussara,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2918555,NE,BA,Jussari,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2918605,NE,BA,Jussiape,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2918704,NE,BA,Lafaiete Coutinho,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2918753,NE,BA,Lagoa Real,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2918803,NE,BA,Laje,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2918902,NE,BA,LajedÃ£o,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2919009,NE,BA,Lajedinho,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2919058,NE,BA,Lajedo do Tabocal,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2919108,NE,BA,LamarÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2919157,NE,BA,LapÃ£o,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2919207,NE,BA,Lauro de Freitas,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2919306,NE,BA,LenÃ§Ã³is,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2919405,NE,BA,LicÃ­nio de Almeida,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2919504,NE,BA,Livramento de Nossa Senhora,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2919553,NE,BA,LuÃ­s Eduardo MagalhÃ£es,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2919603,NE,BA,Macajuba,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2919702,NE,BA,Macarani,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2919801,NE,BA,MacaÃºbas,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2919900,NE,BA,MacururÃ©,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2919926,NE,BA,Madre de Deus,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2919959,NE,BA,Maetinga,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2920007,NE,BA,Maiquinique,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2920106,NE,BA,Mairi,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2920205,NE,BA,Malhada,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2920304,NE,BA,Malhada de Pedras,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2920403,NE,BA,Manoel Vitorino,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2920452,NE,BA,MansidÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2920502,NE,BA,MaracÃ¡s,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2920601,NE,BA,Maragogipe,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2920700,NE,BA,MaraÃº,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2920809,NE,BA,MarcionÃ­lio Souza,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2920908,NE,BA,Mascote,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2921005,NE,BA,Mata de SÃ£o JoÃ£o,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2921054,NE,BA,Matina,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2921104,NE,BA,Medeiros Neto,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2921203,NE,BA,Miguel Calmon,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2921302,NE,BA,Milagres,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2921401,NE,BA,Mirangaba,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2921450,NE,BA,Mirante,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2921500,NE,BA,Monte Santo,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2921609,NE,BA,MorparÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2921708,NE,BA,Morro do ChapÃ©u,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2921807,NE,BA,Mortugaba,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2921906,NE,BA,MucugÃª,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2922003,NE,BA,Mucuri,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2922052,NE,BA,Mulungu do Morro,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
